CASEID,wer_01,wer_03,wer_04,wer_05,wer_06,wer_07,wer_08,wer_09,ttlincg2,famincg2
15284,7,2,7,10,10,10,10,9,6,6
15285,10,8,8,10,5,3,7,10,3,6
15286,10,8,10,10,8,8,8,10,3,5
15287,10,96,10,10,5,3,9,10,2,6
15288,10,10,10,10,0,2,10,10,3,3
15289,96,96,96,96,96,96,96,96,3,5
15290,5,0,7,10,2,0,8,8,2,2
15291,8,1,10,10,5,2,10,10,6,6
15292,8,10,6,10,10,9,8,9,2,4
15293,8,10,7,10,10,10,9,10,5,6
15294,96,96,96,96,96,96,96,96,5,6
15295,8,6,10,10,10,8,6,10,4,6
15296,9,5,8,10,6,2,10,8,2,5
15297,96,96,96,96,96,96,96,96,1,1
15298,8,6,5,9,10,8,6,6,5,6
15299,9,5,10,8,2,2,9,10,1,6
15300,96,96,96,96,96,96,96,96,1,1
15301,7,96,9,10,2,7,7,7,3,6
15302,96,96,96,96,96,96,96,96,4,4
15303,96,96,96,96,96,96,96,96,1,1
15304,96,96,96,96,96,96,96,96,2,2
15305,96,96,96,96,96,96,96,96,3,4
15306,8,96,7,10,2,5,7,9,2,2
15307,8,8,8,8,5,6,6,8,2,2
15308,10,10,10,10,5,10,10,10,2,2
15309,96,96,96,96,96,96,96,96,1,1
15310,96,96,96,96,96,96,96,96,1,5
15311,9,5,9,10,8,4,7,7,5,5
15312,96,96,96,96,96,96,96,96,1,1
15313,8,8,7,9,10,6,8,10,1,1
15314,10,10,5,9,10,8,10,10,2,2
15315,96,96,96,96,96,96,96,96,1,1
15316,10,5,10,10,0,10,10,10,2,3
15317,10,5,10,10,5,4,8,10,1,5
15318,5,0,4,7,10,10,0,10,3,6
15319,96,96,96,96,96,96,96,96,4,5
15320,96,96,96,96,96,96,96,96,1,1
15321,6,96,7,10,7,6,5,10,1,2
15322,96,96,96,96,96,96,96,96,1,1
15323,4,10,4,10,7,8,9,5,4,4
15324,10,5,10,10,0,5,10,10,4,4
15325,7,7,7,8,7,4,6,5,3,6
15326,96,96,96,96,96,96,96,96,1,3
15327,9,7,8,10,3,3,7,7,3,3
15328,8,1,9,10,3,1,10,10,3,4
15329,6,5,10,10,10,8,10,7,5,6
15330,96,96,96,96,96,96,96,96,1,2
15331,9,6,9,10,6,6,10,10,6,6
15332,9,5,10,10,2,8,8,9,3,3
15333,96,96,96,96,96,96,96,96,1,6
15334,9,1,10,10,1,4,7,10,4,5
15335,6,96,8,10,4,4,4,8,1,1
15336,96,96,96,96,96,96,96,96,3,5
15337,96,96,96,96,96,96,96,96,4,4
15338,96,96,96,96,96,96,96,96,3,3
15339,10,5,5,10,5,2,10,10,2,2
15340,10,10,10,10,5,8,10,10,2,2
15341,10,10,0,10,0,0,10,10,3,3
15342,9,8,10,0,10,9,10,10,1,6
15343,10,96,10,10,10,6,8,10,1,2
15344,10,96,10,10,6,8,9,10,2,2
15345,96,96,96,96,96,96,96,96,2,3
15346,8,5,10,10,5,4,8,7,4,4
15347,10,5,10,10,0,0,10,10,3,3
15348,10,2,10,10,5,5,10,10,1,3
15349,8,5,8,8,2,7,6,9,4,4
15350,96,96,96,96,96,96,96,96,2,2
15351,96,96,96,96,96,96,96,96,1,5
15352,10,5,10,10,0,5,10,10,5,5
15353,10,96,7,9,8,6,9,10,2,2
15354,96,96,96,96,96,96,96,96,1,4
15355,5,5,10,10,10,0,0,10,3,3
15356,9,4,9,9,5,4,9,9,5,6
15357,8,7,9,8,2,6,8,8,2,3
15358,96,96,96,96,96,96,96,96,3,4
15359,7,7,8,10,6,4,7,10,6,6
15360,10,96,10,10,0,0,9,10,2,6
15361,96,96,96,96,96,96,96,96,1,1
15362,96,96,96,96,96,96,96,96,1,1
15363,10,5,10,10,0,7,8,8,1,2
15364,9,3,10,10,6,4,10,10,2,6
15365,7,6,8,10,2,1,7,8,4,4
15366,5,7,8,9,2,6,7,8,6,6
15367,10,96,10,8,5,1,8,8,3,3
15368,96,96,96,96,96,96,96,96,1,1
15369,7,7,9,9,1,6,6,7,4,4
15370,96,96,96,96,96,96,96,96,1,5
15371,10,10,10,10,10,10,10,7,2,3
15372,8,7,10,10,10,6,9,9,2,2
15373,8,3,9,10,8,5,8,7,3,3
15374,8,4,0,10,2,0,8,10,2,2
15375,96,96,96,96,96,96,96,96,2,2
15376,10,4,7,10,0,5,10,10,1,1
15377,96,96,96,96,96,96,96,96,1,4
15378,7,5,5,9,2,5,4,8,1,1
15379,96,96,96,96,96,96,96,96,1,1
15380,96,96,96,96,96,96,96,96,1,1
15381,8,5,8,8,97,4,9,9,2,4
15382,8,7,10,10,3,0,10,10,2,2
15383,96,96,96,96,96,96,96,96,2,3
15384,8,3,7,9,0,6,6,7,1,1
15385,10,96,10,10,5,5,10,10,3,4
15386,8,2,8,10,0,2,7,10,4,6
15387,8,10,10,10,8,8,5,10,5,5
15388,10,8,10,10,0,7,8,10,1,6
15389,8,6,10,10,7,7,9,9,2,3
15390,10,7,10,10,8,3,10,10,2,3
15391,7,4,9,10,1,1,10,10,1,5
15392,96,96,96,96,96,96,96,96,1,3
15393,96,96,96,96,96,96,96,96,1,1
15394,8,97,9,10,0,1,10,10,4,4
15395,96,96,96,96,96,96,96,96,3,6
15396,8,5,7,9,5,5,8,8,5,5
15397,96,96,96,96,96,96,96,96,1,5
15398,96,96,96,96,96,96,96,96,1,1
15399,96,96,96,96,96,96,96,96,1,1
15400,10,6,10,10,7,5,10,10,2,4
15401,96,96,96,96,96,96,96,96,4,6
15402,9,2,8,10,7,5,2,10,3,6
15403,3,3,3,3,3,3,3,6,3,3
15404,10,0,10,10,0,0,10,10,4,6
15405,10,0,10,10,0,0,10,10,2,5
15406,96,96,96,96,96,96,96,96,3,3
15407,96,96,96,96,96,96,96,96,3,3
15408,96,96,96,96,96,96,96,96,1,4
15409,8,1,9,8,2,4,8,10,5,5
15410,8,5,6,6,6,7,7,7,4,5
15411,7,96,10,10,7,7,7,8,1,1
15412,8,2,10,10,0,2,10,10,3,4
15413,9,2,9,9,2,2,9,9,5,6
15414,96,96,96,96,96,96,96,96,2,2
15415,10,5,10,9,10,2,6,10,5,5
15416,96,96,96,96,96,96,96,96,2,4
15417,5,96,10,6,3,8,7,9,1,3
15418,8,6,8,10,0,7,10,10,1,2
15419,96,96,96,96,96,96,96,96,2,2
15420,7,5,8,9,3,4,5,7,6,6
15421,96,96,96,96,96,96,96,96,1,6
15422,6,6,8,9,8,4,7,9,2,3
15423,96,96,96,96,96,96,96,96,1,3
15424,10,96,9,9,3,2,8,10,1,5
15425,96,96,96,96,96,96,96,96,2,3
15426,10,0,6,10,7,9,10,10,3,6
15427,8,2,9,8,5,4,9,10,1,3
15428,10,5,10,10,0,3,10,10,2,3
15429,8,2,9,9,2,5,9,10,5,6
15430,10,8,5,10,2,2,10,10,4,4
15431,96,96,96,96,96,96,96,96,3,5
15432,8,3,8,9,3,2,8,9,6,6
15433,96,96,96,96,96,96,96,96,1,6
15434,96,96,96,96,96,96,96,96,1,1
15435,96,96,96,96,96,96,96,96,1,3
15436,10,5,0,0,0,5,10,10,1,2
15437,8,10,9,10,10,8,7,9,4,6
15438,9,8,9,10,7,3,8,10,5,6
15439,8,3,9,10,3,0,8,10,4,4
15440,8,96,9,9,4,10,10,10,2,3
15441,96,96,96,96,96,96,96,96,2,2
15442,10,1,8,10,6,8,10,10,2,2
15443,96,96,96,96,96,96,96,96,1,1
15444,8,3,10,10,5,3,5,9,5,5
15445,10,0,10,10,0,0,10,10,1,2
15446,96,96,96,96,96,96,96,96,1,4
15447,8,10,8,10,10,6,8,8,3,6
15448,96,96,96,96,96,96,96,96,4,4
15449,7,96,7,10,3,5,5,10,1,6
15450,10,8,8,8,2,5,9,9,2,6
15451,96,96,96,96,96,96,96,96,1,6
15452,8,3,10,10,5,0,10,10,4,5
15453,8,0,7,5,3,2,9,10,2,2
15454,10,2,10,10,0,1,5,10,6,6
15455,96,96,96,96,96,96,96,96,1,4
15456,96,96,96,96,96,96,96,96,2,2
15457,10,96,10,10,0,0,10,10,1,1
15458,0,99,10,10,10,5,10,10,2,3
15459,10,10,9,10,10,10,10,10,2,4
15460,8,8,8,10,0,0,8,10,4,4
15461,96,96,96,96,96,96,96,96,2,2
15462,96,96,96,96,96,96,96,96,2,3
15463,9,5,9,9,3,8,9,9,3,3
15464,96,96,96,96,96,96,96,96,1,1
15465,96,96,96,96,96,96,96,96,1,1
15466,10,5,10,10,0,3,10,10,4,6
15467,96,96,96,96,96,96,96,96,2,3
15468,5,96,10,10,10,5,3,9,1,1
15469,10,5,10,10,5,3,5,10,5,6
15470,96,96,96,96,96,96,96,96,1,5
15471,3,6,6,7,0,1,6,7,5,5
15472,9,9,9,9,10,10,5,10,6,6
15473,96,96,96,96,96,96,96,96,3,3
15474,96,96,96,96,96,96,96,96,3,3
15475,5,10,8,10,10,5,6,10,3,5
15476,10,4,9,10,2,5,8,10,3,6
15477,96,96,96,96,96,96,96,96,4,6
15478,96,96,96,96,96,96,96,96,1,1
15479,10,7,7,10,5,0,10,10,1,5
15480,9,0,10,5,0,0,5,9,4,4
15481,5,10,10,10,10,3,7,10,2,3
15482,8,8,8,10,10,6,7,9,5,5
15483,9,10,10,10,10,8,9,10,2,2
15484,96,96,96,96,96,96,96,96,1,3
15485,9,7,8,10,5,5,7,9,2,6
15486,96,96,96,96,96,96,96,96,3,3
15487,7,5,9,10,0,3,8,10,6,6
15488,96,96,96,96,96,96,96,96,1,1
15489,9,2,9,10,3,5,7,10,6,6
15490,8,5,8,8,10,5,5,5,6,6
15491,8,7,9,10,4,7,9,10,4,6
15492,5,8,8,9,7,7,0,6,5,6
15493,96,96,96,96,96,96,96,96,3,3
15494,96,96,96,96,96,96,96,96,3,6
15495,7,96,8,8,4,4,8,4,1,6
15496,96,96,96,96,96,96,96,96,1,1
15497,7,96,6,8,9,8,8,8,1,1
15498,10,99,10,10,0,0,10,10,3,4
15499,7,10,7,8,10,10,6,10,1,4
15500,96,96,96,96,96,96,96,96,1,1
15501,96,96,96,96,96,96,96,96,1,1
15502,10,2,10,10,10,10,10,10,6,6
15503,9,96,6,9,10,3,7,8,3,3
15504,8,8,10,10,8,7,7,10,3,5
15505,7,8,7,7,5,6,7,8,2,4
15506,8,5,10,10,5,8,5,8,3,6
15507,8,7,10,8,3,2,8,10,1,1
15508,96,96,96,96,96,96,96,96,2,2
15509,96,96,96,96,96,96,96,96,2,2
15510,9,5,7,8,4,3,6,9,4,6
15511,8,96,8,10,0,2,8,10,3,3
15512,10,10,8,8,10,6,8,8,3,3
15513,96,96,96,96,96,96,96,96,1,2
15514,10,8,8,10,10,5,10,9,1,1
15515,96,96,96,96,96,96,96,96,1,1
15516,5,7,6,5,8,6,6,5,2,2
15517,9,4,10,10,0,5,10,10,2,3
15518,96,96,96,96,96,96,96,96,2,3
15519,96,96,96,96,96,96,96,96,1,2
15520,96,96,96,96,96,96,96,96,1,2
15521,10,4,10,10,1,3,7,10,1,6
15522,0,3,4,5,5,5,5,5,1,4
15523,10,4,8,8,0,1,8,10,6,6
15524,10,4,8,10,6,2,10,10,2,2
15525,10,0,10,10,0,0,10,10,2,5
15526,10,10,10,10,0,2,10,10,3,6
15527,8,10,8,10,1,7,10,10,2,2
15528,10,5,9,10,3,2,10,10,3,5
15529,10,10,10,10,97,0,10,10,5,5
15530,4,96,9,10,0,10,9,10,2,3
15531,8,5,9,9,2,0,9,7,3,5
15532,9,2,9,10,0,2,8,10,6,6
15533,96,96,96,96,96,96,96,96,2,6
15534,8,8,6,7,0,4,2,10,2,4
15535,10,6,6,10,1,0,9,9,2,6
15536,96,96,96,96,96,96,96,96,3,3
15537,9,96,8,10,2,4,8,8,1,1
15538,10,6,10,10,1,5,10,10,1,3
15539,10,10,10,10,2,10,10,10,3,6
15540,96,96,96,96,96,96,96,96,1,1
15541,96,96,96,96,96,96,96,96,1,2
15542,96,96,96,96,96,96,96,96,1,1
15543,8,2,8,8,2,5,4,6,3,3
15544,10,5,10,10,10,5,3,10,6,6
15545,96,96,96,96,96,96,96,96,2,2
15546,10,8,10,10,0,10,8,10,3,3
15547,10,2,10,10,3,3,10,10,3,6
15548,8,7,9,9,10,5,8,8,1,1
15549,7,6,9,10,10,5,10,10,2,3
15550,9,2,9,10,0,2,10,10,2,6
15551,96,96,96,96,96,96,96,96,1,2
15552,96,96,96,96,96,96,96,96,3,3
15553,8,1,10,10,0,1,10,10,3,6
15554,96,96,96,96,96,96,96,96,3,3
15555,96,96,96,96,96,96,96,96,1,3
15556,10,96,10,10,4,10,9,10,2,3
15557,8,8,9,9,7,8,7,9,3,3
15558,7,2,8,9,2,5,7,7,5,5
15559,96,96,96,96,96,96,96,96,1,1
15560,8,3,9,10,6,3,6,10,4,4
15561,8,2,8,10,2,7,8,9,5,6
15562,8,96,5,8,2,0,9,8,1,4
15563,96,96,96,96,96,96,96,96,1,3
15564,0,10,8,10,10,10,4,5,4,6
15565,96,96,96,96,96,96,96,96,1,2
15566,8,7,10,10,7,9,10,10,2,2
15567,10,0,10,10,0,0,10,10,2,2
15568,7,7,7,9,7,4,7,6,3,5
15569,10,7,9,10,7,7,9,9,2,5
15570,10,99,10,10,0,0,0,10,2,3
15571,10,3,10,10,5,4,10,10,1,1
15572,10,5,10,10,0,0,10,10,3,5
15573,96,96,96,96,96,96,96,96,1,1
15574,10,2,8,10,5,1,8,10,4,6
15575,8,8,7,8,8,5,8,8,4,4
15576,10,10,8,10,10,8,10,10,4,6
15577,8,4,8,10,3,4,8,9,3,3
15578,96,96,96,96,96,96,96,96,1,1
15579,8,5,10,10,10,6,9,10,1,1
15580,10,96,9,9,3,0,10,10,1,4
15581,96,96,96,96,96,96,96,96,1,1
15582,10,2,10,10,0,1,10,10,1,1
15583,96,96,96,96,96,96,96,96,1,2
15584,10,10,10,10,10,7,5,10,3,5
15585,10,5,10,10,7,2,10,10,3,5
15586,8,5,8,8,4,3,7,8,2,6
15587,96,96,96,96,96,96,96,96,4,4
15588,96,96,96,96,96,96,96,96,2,3
15589,96,96,96,96,96,96,96,96,1,1
15590,96,96,96,96,96,96,96,96,1,3
15591,7,96,9,9,5,7,8,8,3,3
15592,8,5,3,9,6,5,8,8,2,4
15593,7,2,10,10,10,7,5,2,6,6
15594,6,8,6,8,10,8,5,10,3,6
15595,96,96,96,96,96,96,96,96,4,4
15596,10,3,10,10,4,0,7,10,2,2
15597,6,4,8,9,5,6,10,8,3,6
15598,8,96,9,10,10,5,9,10,2,2
15599,96,96,96,96,96,96,96,96,1,1
15600,96,96,96,96,96,96,96,96,2,2
15601,96,96,96,96,96,96,96,96,4,4
15602,0,10,10,0,10,10,0,10,2,4
15603,8,8,9,9,10,9,8,9,3,6
15604,3,5,5,3,5,5,10,10,2,6
15605,96,96,96,96,96,96,96,96,1,6
15606,7,6,7,10,8,5,8,7,2,4
15607,10,7,5,10,10,7,5,10,2,4
15608,8,8,8,8,5,7,9,9,4,4
15609,8,10,9,10,10,8,10,10,5,6
15610,96,96,96,96,96,96,96,96,1,2
15611,96,96,96,96,96,96,96,96,3,4
15612,9,2,9,10,4,4,7,10,2,6
15613,96,96,96,96,96,96,96,96,1,3
15614,10,5,8,10,1,0,8,9,2,2
15615,10,7,10,10,0,10,10,10,3,4
15616,10,10,10,10,10,5,10,10,2,2
15617,10,96,10,10,0,3,8,10,1,1
15618,96,96,96,96,96,96,96,96,2,2
15619,10,96,5,10,10,5,10,10,2,6
15620,96,96,96,96,96,96,96,96,1,4
15621,9,0,8,10,0,3,7,7,4,4
15622,8,6,7,8,8,7,8,8,4,6
15623,10,96,10,10,10,10,10,10,2,5
15624,96,96,96,96,96,96,96,96,2,6
15625,96,96,96,96,96,96,96,96,2,2
15626,7,5,7,8,5,5,9,8,6,6
15627,8,5,6,9,4,5,9,10,1,6
15628,96,96,96,96,96,96,96,96,1,1
15629,96,96,96,96,96,96,96,96,3,3
15630,10,10,10,10,0,0,10,10,2,2
15631,8,5,7,9,3,4,9,7,1,4
15632,8,3,9,10,1,2,8,9,1,1
15633,10,96,5,10,0,1,10,10,5,6
15634,8,5,8,8,6,2,6,8,6,6
15635,10,3,9,10,3,2,10,10,5,6
15636,10,96,10,10,0,0,10,10,1,1
15637,96,96,96,96,96,96,96,96,2,2
15638,8,7,7,10,5,10,9,9,3,6
15639,10,96,9,10,1,5,8,9,6,6
15640,96,96,96,96,96,96,96,96,2,2
15641,8,2,10,10,7,6,8,10,6,6
15642,96,96,96,96,96,96,96,96,1,1
15643,96,96,96,96,96,96,96,96,3,4
15644,7,10,8,10,4,8,8,10,4,4
15645,96,96,96,96,96,96,96,96,1,5
15646,9,2,10,9,2,2,5,7,5,6
15647,96,96,96,96,96,96,96,96,1,6
15648,8,4,8,9,0,3,8,9,1,3
15649,5,10,5,3,3,7,3,7,2,2
15650,96,96,96,96,96,96,96,96,1,3
15651,96,96,96,96,96,96,96,96,2,3
15652,8,5,8,8,8,4,8,8,5,6
15653,96,96,96,96,96,96,96,96,1,2
15654,10,10,0,10,5,0,10,0,4,4
15655,5,5,6,7,4,5,7,8,2,5
15656,8,5,7,10,10,2,8,10,1,1
15657,10,1,7,8,2,1,10,10,1,5
15658,96,96,96,96,96,96,96,96,2,3
15659,8,5,10,10,5,5,10,10,6,6
15660,8,0,9,10,0,2,10,10,3,5
15661,7,7,8,8,10,7,7,7,3,3
15662,96,96,96,96,96,96,96,96,3,3
15663,6,3,5,8,6,2,8,9,1,2
15664,10,5,10,10,10,0,10,10,4,6
15665,96,96,96,96,96,96,96,96,6,6
15666,96,96,96,96,96,96,96,96,2,2
15667,7,7,7,10,10,8,7,7,2,5
15668,8,2,8,8,2,2,10,10,5,5
15669,10,6,8,9,5,5,10,10,5,6
15670,96,96,96,96,96,96,96,96,1,1
15671,97,96,97,97,97,97,97,97,1,1
15672,7,7,7,10,5,5,7,10,3,5
15673,96,96,96,96,96,96,96,96,2,2
15674,10,10,10,10,10,5,10,10,2,4
15675,96,96,96,96,96,96,96,96,2,2
15676,10,5,10,10,2,5,10,10,2,6
15677,7,8,9,10,7,2,9,10,3,6
15678,9,96,6,8,0,0,9,9,2,3
15679,96,96,96,96,96,96,96,96,1,2
15680,10,0,10,10,0,0,10,10,2,4
15681,96,96,96,96,96,96,96,96,4,6
15682,96,96,96,96,96,96,96,96,1,2
15683,10,9,9,9,10,9,9,9,1,4
15684,5,2,10,10,0,2,8,5,6,6
15685,8,3,10,10,2,2,5,10,2,3
15686,8,10,9,10,10,2,5,10,3,3
15687,96,96,96,96,96,96,96,96,1,6
15688,5,96,4,4,10,8,8,10,1,1
15689,9,96,8,10,9,5,9,10,1,6
15690,10,0,10,10,0,0,10,10,1,3
15691,10,7,8,10,7,8,8,7,2,4
15692,7,96,7,7,5,5,7,7,2,2
15693,96,96,96,96,96,96,96,96,3,3
15694,10,4,8,10,5,0,8,10,1,1
15695,5,0,3,10,0,0,7,5,6,6
15696,5,96,5,8,8,7,5,5,2,2
15697,10,10,10,7,5,10,10,10,3,3
15698,96,96,96,96,96,96,96,96,1,3
15699,96,96,96,96,96,96,96,96,1,2
15700,6,6,3,10,10,4,4,8,2,2
15701,10,5,9,8,3,0,9,10,1,1
15702,8,96,5,8,8,7,7,8,1,1
15703,5,5,7,8,6,5,7,8,4,4
15704,7,96,7,8,9,4,5,9,1,3
15705,10,5,10,10,5,5,5,10,3,6
15706,96,96,96,96,96,96,96,96,3,4
15707,96,96,96,96,96,96,96,96,1,1
15708,96,96,96,96,96,96,96,96,1,1
15709,96,96,96,96,96,96,96,96,1,3
15710,96,96,96,96,96,96,96,96,2,3
15711,96,96,96,96,96,96,96,96,2,2
15712,96,96,96,96,96,96,96,96,1,4
15713,96,96,96,96,96,96,96,96,1,4
15714,5,5,8,8,5,5,9,8,4,5
15715,9,5,8,10,10,3,9,10,2,2
15716,10,0,10,10,2,0,10,10,3,5
15717,9,2,8,8,2,6,7,8,3,3
15718,96,96,96,96,96,96,96,96,4,4
15719,96,96,96,96,96,96,96,96,2,3
15720,10,4,8,10,3,4,8,10,3,3
15721,96,96,96,96,96,96,96,96,1,4
15722,5,96,6,10,5,2,7,8,2,4
15723,96,96,96,96,96,96,96,96,1,1
15724,8,9,8,9,5,4,10,10,2,6
15725,10,96,10,10,0,0,10,10,2,2
15726,96,96,96,96,96,96,96,96,2,4
15727,96,96,96,96,96,96,96,96,1,1
15728,7,96,6,7,6,8,7,9,1,2
15729,10,96,8,10,10,10,7,8,6,6
15730,96,96,96,96,96,96,96,96,3,6
15731,10,96,9,9,5,4,5,8,1,6
15732,10,5,8,10,6,0,7,10,1,6
15733,10,8,10,10,5,0,10,10,1,2
15734,96,96,96,96,96,96,96,96,2,2
15735,5,0,0,10,5,0,5,5,3,3
15736,10,7,9,10,6,7,6,9,5,6
15737,9,3,7,7,1,5,7,10,4,6
15738,5,2,3,10,5,5,5,8,3,5
15739,10,10,10,10,10,5,8,10,2,6
15740,96,96,96,96,96,96,96,96,1,1
15741,8,0,9,10,5,3,9,9,3,5
15742,97,5,8,10,7,97,10,10,2,2
15743,10,10,10,7,10,10,0,10,1,1
15744,96,96,96,96,96,96,96,96,1,2
15745,10,96,10,10,0,5,10,10,2,2
15746,96,96,96,96,96,96,96,96,3,4
15747,96,96,96,96,96,96,96,96,2,2
15748,96,96,96,96,96,96,96,96,1,3
15749,5,5,5,7,5,6,9,8,3,5
15750,96,96,96,96,96,96,96,96,1,1
15751,8,5,9,9,0,4,9,9,3,6
15752,96,96,96,96,96,96,96,96,1,1
15753,8,4,7,8,9,7,7,8,6,6
15754,7,3,10,10,4,3,10,10,2,5
15755,10,0,10,10,0,0,10,10,2,3
15756,96,96,96,96,96,96,96,96,2,4
15757,96,96,96,96,96,96,96,96,2,3
15758,10,4,8,10,1,5,10,10,3,3
15759,5,2,8,0,10,10,8,10,1,4
15760,9,6,9,10,8,4,8,10,1,3
15761,96,96,96,96,96,96,96,96,1,2
15762,96,96,96,96,96,96,96,96,1,4
15763,9,3,8,10,5,7,6,10,2,3
15764,7,0,10,10,0,5,10,10,4,4
15765,10,0,10,10,0,0,10,10,4,5
15766,96,96,96,96,96,96,96,96,3,3
15767,8,4,10,10,4,4,10,8,4,4
15768,10,10,10,10,8,5,10,10,3,3
15769,7,5,8,9,0,8,9,9,3,3
15770,10,96,10,10,0,10,10,10,1,1
15771,96,96,96,96,96,96,96,96,1,6
15772,96,96,96,96,96,96,96,96,1,3
15773,8,10,10,10,10,7,6,8,2,2
15774,96,96,96,96,96,96,96,96,2,2
15775,10,9,10,10,9,9,9,10,2,2
15776,5,10,5,8,0,0,5,5,2,3
15777,9,2,8,10,5,2,8,7,4,6
15778,10,96,8,10,5,3,9,10,1,6
15779,10,8,10,10,2,0,9,10,1,4
15780,7,96,9,6,0,6,6,8,1,1
15781,96,96,96,96,96,96,96,96,1,5
15782,96,96,96,96,96,96,96,96,2,3
15783,96,96,96,96,96,96,96,96,6,6
15784,96,96,96,96,96,96,96,96,1,1
15785,10,3,10,10,10,8,8,8,1,1
15786,4,7,8,6,10,7,6,8,3,3
15787,96,96,96,96,96,96,96,96,2,2
15788,0,10,10,0,0,10,5,8,4,6
15789,8,2,8,8,2,3,8,8,4,6
15790,96,96,96,96,96,96,96,96,1,3
15791,8,5,7,9,5,8,9,9,3,4
15792,10,5,10,10,0,0,10,10,1,1
15793,10,10,10,10,3,10,10,10,3,3
15794,96,96,96,96,96,96,96,96,1,2
15795,96,96,96,96,96,96,96,96,1,2
15796,10,7,10,10,5,10,10,10,5,5
15797,96,96,96,96,96,96,96,96,1,5
15798,96,96,96,96,96,96,96,96,3,3
15799,5,96,8,8,10,10,10,10,2,4
15800,2,10,10,10,10,10,10,10,3,4
15801,10,8,9,10,10,8,3,9,4,5
15802,10,96,9,9,2,5,8,9,1,6
15803,10,0,10,10,10,0,10,7,1,1
15804,96,96,96,96,96,96,96,96,2,5
15805,8,96,9,9,3,0,9,8,2,2
15806,7,7,8,8,6,6,7,7,2,2
15807,7,7,8,8,5,5,5,6,2,4
15808,5,10,8,10,10,2,7,8,3,3
15809,9,4,10,10,2,7,10,10,4,6
15810,96,96,96,96,96,96,96,96,1,2
15811,8,6,8,10,6,6,8,10,2,6
15812,7,9,9,9,9,5,7,8,3,5
15813,96,96,96,96,96,96,96,96,2,6
15814,10,10,10,10,0,0,10,10,2,3
15815,5,10,8,10,10,10,8,5,3,4
15816,96,96,96,96,96,96,96,96,1,1
15817,96,96,96,96,96,96,96,96,3,3
15818,96,96,96,96,96,96,96,96,3,3
15819,96,96,96,96,96,96,96,96,1,2
15820,0,5,10,10,0,10,0,10,2,5
15821,96,96,96,96,96,96,96,96,2,2
15822,96,96,96,96,96,96,96,96,2,5
15823,10,4,10,10,10,5,10,10,2,4
15824,9,0,10,10,0,2,10,10,1,4
15825,8,2,10,10,2,8,8,10,6,6
15826,10,96,10,10,0,0,10,10,5,5
15827,10,10,10,10,10,8,10,10,3,4
15828,96,96,96,96,96,96,96,96,3,3
15829,9,2,9,9,9,8,9,9,6,6
15830,8,5,10,10,2,2,10,10,3,5
15831,10,2,10,10,5,3,10,10,4,6
15832,96,96,96,96,96,96,96,96,3,3
15833,96,96,96,96,96,96,96,96,1,1
15834,96,96,96,96,96,96,96,96,1,2
15835,9,9,9,10,10,2,10,10,5,6
15836,96,96,96,96,96,96,96,96,1,3
15837,96,96,96,96,96,96,96,96,2,2
15838,96,96,96,96,96,96,96,96,1,1
15839,8,96,9,9,10,9,9,10,1,3
15840,10,10,10,10,10,5,10,10,3,3
15841,0,10,5,5,10,10,7,5,2,2
15842,96,96,96,96,96,96,96,96,1,1
15843,96,96,96,96,96,96,96,96,1,2
15844,10,7,10,10,3,10,10,10,3,3
15845,96,96,96,96,96,96,96,96,6,6
15846,96,96,96,96,96,96,96,96,2,2
15847,96,96,96,96,96,96,96,96,1,3
15848,8,3,7,7,2,7,7,8,3,5
15849,8,99,8,8,1,4,8,8,2,4
15850,10,8,10,10,7,7,9,10,3,3
15851,10,10,9,10,6,3,6,10,3,3
15852,10,96,10,10,0,0,10,10,3,3
15853,8,8,8,9,8,8,8,8,3,6
15854,96,96,96,96,96,96,96,96,1,2
15855,96,96,96,96,96,96,96,96,3,3
15856,96,96,96,96,96,96,96,96,2,4
15857,3,7,10,10,0,5,8,5,2,3
15858,8,96,9,10,6,4,8,8,1,6
15859,96,96,96,96,96,96,96,96,1,2
15860,96,96,96,96,96,96,96,96,2,4
15861,10,4,10,10,0,0,10,10,2,2
15862,96,96,96,96,96,96,96,96,2,3
15863,96,96,96,96,96,96,96,96,1,1
15864,10,7,8,10,7,5,8,8,2,6
15865,96,96,96,96,96,96,96,96,4,4
15866,8,5,6,9,1,1,8,10,1,1
15867,99,99,99,99,99,99,99,99,1,4
15868,96,96,96,96,96,96,96,96,4,4
15869,96,96,96,96,96,96,96,96,2,2
15870,10,10,10,10,10,5,10,10,2,2
15871,10,1,10,10,10,0,10,10,2,4
15872,8,0,8,10,10,2,8,10,4,6
15873,5,5,7,8,6,4,10,7,3,3
15874,8,96,8,10,10,9,7,9,1,2
15875,9,10,10,10,7,9,9,10,3,6
15876,3,96,3,10,9,10,6,5,5,6
15877,5,3,5,5,5,5,0,0,1,3
15878,10,96,8,10,2,3,10,10,1,2
15879,96,96,96,96,96,96,96,96,3,5
15880,96,96,96,96,96,96,96,96,5,5
15881,8,9,4,10,10,7,8,8,3,4
15882,10,5,10,10,0,0,10,10,2,2
15883,96,96,96,96,96,96,96,96,1,5
15884,10,1,9,10,2,2,9,9,4,6
15885,6,9,8,8,8,2,9,9,1,2
15886,10,5,5,10,10,4,5,10,2,5
15887,96,96,96,96,96,96,96,96,6,6
15888,10,96,8,10,2,7,8,10,1,6
15889,10,2,10,10,1,4,10,10,2,6
