"","CASEID","Being happy when working hard","Cannot wait to leave work at the end of the day","Extra effort to get the job done without reward","Take pride in own work","Being happiest if never had to work again in life","Working drains energy from more important things","Best reward from working - Sense of accomplishment","Admiration for those who work hard","Income - Personal income group (before tax)"
"7979",15632,8,3,9,10,1,2,8,9,1
"7980",15634,8,5,8,8,6,2,6,8,6
"7981",15635,10,3,9,10,3,2,10,10,5
"7982",15638,8,7,7,10,5,10,9,9,3
"7983",15641,8,2,10,10,7,6,8,10,6
"7984",15644,7,10,8,10,4,8,8,10,4
"7985",15646,9,2,10,9,2,2,5,7,5
"7986",15648,8,4,8,9,0,3,8,9,1
"7987",15649,5,10,5,3,3,7,3,7,2
"7988",15652,8,5,8,8,8,4,8,8,5
"7989",15654,10,10,0,10,5,0,10,0,4
"7990",15655,5,5,6,7,4,5,7,8,2
"7991",15656,8,5,7,10,10,2,8,10,1
"7992",15657,10,1,7,8,2,1,10,10,1
"7993",15659,8,5,10,10,5,5,10,10,6
"7994",15660,8,0,9,10,0,2,10,10,3
"7995",15661,7,7,8,8,10,7,7,7,3
"7996",15663,6,3,5,8,6,2,8,9,1
"7997",15664,10,5,10,10,10,0,10,10,4
"7998",15667,7,7,7,10,10,8,7,7,2
"7999",15668,8,2,8,8,2,2,10,10,5
"8000",15669,10,6,8,9,5,5,10,10,5
"8001",15672,7,7,7,10,5,5,7,10,3
"8002",15674,10,10,10,10,10,5,10,10,2
"8003",15676,10,5,10,10,2,5,10,10,2
"8004",15677,7,8,9,10,7,2,9,10,3
"8005",15680,10,0,10,10,0,0,10,10,2
"8006",15683,10,9,9,9,10,9,9,9,1
"8007",15684,5,2,10,10,0,2,8,5,6
"8008",15685,8,3,10,10,2,2,5,10,2
"8009",15686,8,10,9,10,10,2,5,10,3
"8010",15690,10,0,10,10,0,0,10,10,1
"8011",15691,10,7,8,10,7,8,8,7,2
"8012",15694,10,4,8,10,5,0,8,10,1
"8013",15695,5,0,3,10,0,0,7,5,6
"8014",15697,10,10,10,7,5,10,10,10,3
"8015",15700,6,6,3,10,10,4,4,8,2
"8016",15701,10,5,9,8,3,0,9,10,1
"8017",15703,5,5,7,8,6,5,7,8,4
"8018",15705,10,5,10,10,5,5,5,10,3
"8019",15714,5,5,8,8,5,5,9,8,4
"8020",15715,9,5,8,10,10,3,9,10,2
"8021",15716,10,0,10,10,2,0,10,10,3
"8022",15717,9,2,8,8,2,6,7,8,3
"8023",15720,10,4,8,10,3,4,8,10,3
"8024",15724,8,9,8,9,5,4,10,10,2
"8025",15732,10,5,8,10,6,0,7,10,1
"8026",15733,10,8,10,10,5,0,10,10,1
"8027",15735,5,0,0,10,5,0,5,5,3
"8028",15736,10,7,9,10,6,7,6,9,5
"8029",15737,9,3,7,7,1,5,7,10,4
"8030",15738,5,2,3,10,5,5,5,8,3
"8031",15739,10,10,10,10,10,5,8,10,2
"8032",15741,8,0,9,10,5,3,9,9,3
"8033",15743,10,10,10,7,10,10,0,10,1
"8034",15749,5,5,5,7,5,6,9,8,3
"8035",15751,8,5,9,9,0,4,9,9,3
"8036",15753,8,4,7,8,9,7,7,8,6
"8037",15754,7,3,10,10,4,3,10,10,2
"8038",15755,10,0,10,10,0,0,10,10,2
"8039",15758,10,4,8,10,1,5,10,10,3
"8040",15759,5,2,8,0,10,10,8,10,1
"8041",15760,9,6,9,10,8,4,8,10,1
"8042",15763,9,3,8,10,5,7,6,10,2
"8043",15764,7,0,10,10,0,5,10,10,4
"8044",15765,10,0,10,10,0,0,10,10,4
"8045",15767,8,4,10,10,4,4,10,8,4
"8046",15768,10,10,10,10,8,5,10,10,3
"8047",15769,7,5,8,9,0,8,9,9,3
"8048",15773,8,10,10,10,10,7,6,8,2
"8049",15775,10,9,10,10,9,9,9,10,2
"8050",15776,5,10,5,8,0,0,5,5,2
"8051",15777,9,2,8,10,5,2,8,7,4
"8052",15779,10,8,10,10,2,0,9,10,1
"8053",15785,10,3,10,10,10,8,8,8,1
"8054",15786,4,7,8,6,10,7,6,8,3
"8055",15788,0,10,10,0,0,10,5,8,4
"8056",15789,8,2,8,8,2,3,8,8,4
"8057",15791,8,5,7,9,5,8,9,9,3
"8058",15792,10,5,10,10,0,0,10,10,1
"8059",15793,10,10,10,10,3,10,10,10,3
"8060",15796,10,7,10,10,5,10,10,10,5
"8061",15800,2,10,10,10,10,10,10,10,3
"8062",15801,10,8,9,10,10,8,3,9,4
"8063",15803,10,0,10,10,10,0,10,7,1
"8064",15806,7,7,8,8,6,6,7,7,2
"8065",15807,7,7,8,8,5,5,5,6,2
"8066",15808,5,10,8,10,10,2,7,8,3
"8067",15809,9,4,10,10,2,7,10,10,4
"8068",15811,8,6,8,10,6,6,8,10,2
"8069",15812,7,9,9,9,9,5,7,8,3
"8070",15814,10,10,10,10,0,0,10,10,2
"8071",15815,5,10,8,10,10,10,8,5,3
"8072",15820,0,5,10,10,0,10,0,10,2
"8073",15823,10,4,10,10,10,5,10,10,2
"8074",15824,9,0,10,10,0,2,10,10,1
"8075",15825,8,2,10,10,2,8,8,10,6
"8076",15827,10,10,10,10,10,8,10,10,3
"8077",15829,9,2,9,9,9,8,9,9,6
"8078",15830,8,5,10,10,2,2,10,10,3
"8079",15831,10,2,10,10,5,3,10,10,4
"8080",15835,9,9,9,10,10,2,10,10,5
"8081",15840,10,10,10,10,10,5,10,10,3
"8082",15841,0,10,5,5,10,10,7,5,2
"8083",15844,10,7,10,10,3,10,10,10,3
"8084",15848,8,3,7,7,2,7,7,8,3
"8085",15850,10,8,10,10,7,7,9,10,3
"8086",15851,10,10,9,10,6,3,6,10,3
"8087",15853,8,8,8,9,8,8,8,8,3
"8088",15857,3,7,10,10,0,5,8,5,2
"8089",15861,10,4,10,10,0,0,10,10,2
"8090",15864,10,7,8,10,7,5,8,8,2
"8091",15866,8,5,6,9,1,1,8,10,1
"8092",15870,10,10,10,10,10,5,10,10,2
"8093",15871,10,1,10,10,10,0,10,10,2
"8094",15872,8,0,8,10,10,2,8,10,4
"8095",15873,5,5,7,8,6,4,10,7,3
"8096",15875,9,10,10,10,7,9,9,10,3
"8097",15877,5,3,5,5,5,5,0,0,1
"8098",15881,8,9,4,10,10,7,8,8,3
"8099",15882,10,5,10,10,0,0,10,10,2
"8100",15884,10,1,9,10,2,2,9,9,4
"8101",15885,6,9,8,8,8,2,9,9,1
"8102",15886,10,5,5,10,10,4,5,10,2
"8103",15889,10,2,10,10,1,4,10,10,2
"8104",15890,7,10,3,0,8,5,0,10,2
"8105",15893,9,8,10,10,6,8,8,10,1
"8106",15894,8,8,5,8,5,4,8,7,5
"8107",15898,10,7,10,10,8,8,10,10,5
"8108",15900,10,0,10,10,0,0,10,10,2
"8109",15902,7,1,10,10,1,8,10,10,1
"8110",15903,10,6,10,10,4,3,7,9,3
"8111",15904,9,0,10,10,1,2,8,10,5
"8112",15905,9,4,8,8,1,1,8,7,1
"8113",15906,10,10,3,5,10,7,10,10,3
"8114",15908,10,5,5,8,2,6,6,9,2
"8115",15909,8,5,6,10,3,6,8,10,1
"8116",15910,8,8,10,10,0,0,8,8,4
"8117",15911,10,8,10,10,9,8,10,10,3
"8118",15921,6,10,8,8,10,10,7,8,1
"8119",15922,10,0,10,10,0,0,10,10,3
"8120",15924,7,8,8,8,5,2,9,10,2
"8121",15925,8,5,8,10,6,3,9,10,4
"8122",15926,10,5,10,10,0,0,10,8,4
"8123",15928,10,4,9,10,10,3,10,9,2
"8124",15930,7,5,6,8,5,5,8,8,6
"8125",15931,8,4,7,8,4,4,8,9,5
"8126",15932,9,0,10,10,0,0,8,10,2
"8127",15933,9,0,9,10,0,1,8,8,1
"8128",15935,8,5,10,10,10,5,10,10,2
"8129",15936,8,5,10,10,5,8,8,10,2
"8130",15937,8,1,8,9,5,1,9,8,3
"8131",15938,10,4,10,10,0,5,10,10,2
"8132",15940,8,3,8,8,3,3,8,3,3
"8133",15941,10,5,7,10,2,3,8,10,1
"8134",15943,9,9,9,9,5,8,7,10,2
"8135",15945,5,0,8,8,0,0,10,5,6
"8136",15950,8,9,9,10,10,8,8,9,6
"8137",15951,7,5,5,8,5,7,6,8,2
"8138",15952,10,2,10,10,0,0,10,10,1
"8139",15954,8,3,10,10,0,5,10,10,3
"8140",15955,8,5,8,8,10,5,10,10,2
"8141",15958,5,8,10,10,5,0,10,10,2
"8142",15959,3,10,3,8,9,10,3,10,2
"8143",15961,8,8,9,9,7,9,7,9,1
"8144",15966,8,5,8,8,10,6,7,5,2
"8145",15967,10,3,9,10,5,6,9,10,4
"8146",15968,8,8,9,9,1,2,9,9,2
"8147",15969,10,8,10,10,0,8,10,10,3
"8148",15970,7,6,8,7,0,6,7,7,4
"8149",15971,10,3,7,7,2,4,8,10,2
"8150",15972,8,5,10,10,8,2,7,7,4
"8151",15978,10,10,10,10,8,5,7,10,1
"8152",15979,7,0,8,10,0,0,10,8,5
"8153",15985,8,6,4,10,4,5,7,7,2
"8154",15986,10,6,10,10,10,10,10,10,4
"8155",15987,8,10,8,10,10,10,8,8,2
"8156",15991,10,5,7,10,3,5,10,10,2
"8157",15992,8,3,8,10,2,6,5,8,2
"8158",15993,5,5,8,9,1,2,9,9,2
"8159",15994,10,1,10,10,5,0,10,8,5
"8160",15995,10,4,10,10,2,4,8,9,6
"8161",15996,10,7,10,10,5,5,10,10,4
"8162",15997,10,5,9,10,1,1,8,10,3
"8163",15999,8,6,8,10,3,3,8,8,3
"8164",16003,5,10,10,5,10,10,10,10,6
"8165",16004,8,5,10,10,4,3,10,10,3
"8166",16005,10,3,2,10,0,0,10,9,2
"8167",16007,8,7,9,8,6,6,5,8,3
"8168",16008,9,2,8,10,8,2,9,9,2
"8169",16009,10,8,10,10,8,7,7,10,2
"8170",16012,10,10,10,10,4,0,10,10,2
"8171",16013,9,2,8,10,4,6,7,8,4
"8172",16014,8,3,7,9,2,1,8,9,3
"8173",16016,10,7,5,10,0,10,7,10,1
"8174",16019,8,3,9,9,3,4,7,8,3
"8175",16020,9,1,9,9,1,2,8,8,3
"8176",16021,9,7,3,10,7,10,7,10,4
"8177",16022,10,5,10,10,0,2,10,10,1
"8178",16028,7,9,9,8,5,5,8,8,1
"8179",16029,9,2,9,9,4,5,6,8,2
"8180",16033,9,4,7,10,6,2,8,8,1
"8181",16036,9,9,9,8,5,7,7,10,3
"8182",16038,9,9,10,9,9,7,8,10,1
"8183",16040,5,5,10,10,0,0,10,10,2
"8184",16041,7,8,8,7,10,7,8,10,3
"8185",16042,9,3,7,8,10,3,9,9,2
"8186",16043,10,0,10,10,0,2,10,10,2
"8187",16044,10,10,0,10,10,10,10,10,2
"8188",16045,5,5,8,8,5,5,7,8,3
"8189",16048,5,5,9,9,5,5,9,10,2
"8190",16049,10,0,10,10,10,0,10,10,5
"8191",16050,8,5,10,8,3,4,9,10,2
"8192",16051,1,1,10,10,2,2,9,9,2
"8193",16052,8,10,7,10,10,4,5,10,4
"8194",16053,9,7,10,10,7,10,5,10,2
"8195",16054,10,8,10,10,10,8,3,10,3
"8196",16056,10,8,10,10,6,0,9,10,5
"8197",16061,10,10,7,10,0,0,10,10,3
"8198",16064,8,5,8,8,1,1,8,9,1
"8199",16069,6,3,9,9,6,3,7,9,1
"8200",16070,7,3,10,10,3,3,7,10,6
"8201",16071,9,5,8,9,0,5,8,9,6
"8202",16072,10,0,10,10,2,0,10,10,1
"8203",16074,5,5,3,8,9,5,6,5,1
"8204",16076,8,5,10,10,3,2,6,10,5
"8205",16077,10,2,10,10,10,4,6,10,3
"8206",16081,5,9,5,6,8,7,5,5,3
"8207",16084,10,5,10,10,0,0,10,10,2
"8208",16085,8,5,8,8,10,7,5,8,3
"8209",16086,9,2,10,10,0,0,8,10,3
"8210",16087,7,3,10,10,0,3,0,0,5
"8211",16088,10,7,2,8,5,6,8,8,2
"8212",16090,8,8,9,9,0,6,8,9,2
"8213",16092,10,5,8,8,3,3,5,9,2
"8214",16094,6,2,8,10,5,7,5,8,2
"8215",16095,8,7,10,9,1,4,7,9,4
"8216",16096,8,3,10,10,1,8,9,9,2
"8217",16099,5,0,10,10,0,5,5,10,2
"8218",16101,8,2,9,10,7,7,8,10,2
"8219",16102,7,7,7,10,7,4,8,10,1
"8220",16106,9,6,9,9,1,1,9,8,2
"8221",16108,7,5,6,8,1,4,6,6,1
"8222",16110,7,4,10,10,5,7,7,8,2
"8223",16111,8,4,9,10,10,6,9,10,2
"8224",16112,9,5,9,9,3,3,8,8,1
"8225",16113,10,8,10,10,5,10,10,10,3
"8226",16114,7,6,7,9,10,5,6,10,2
"8227",16119,8,1,10,10,10,1,10,10,1
"8228",16120,8,5,9,8,2,6,6,8,3
"8229",16122,7,7,9,9,4,9,9,9,2
"8230",16125,7,7,5,8,5,6,7,8,6
"8231",16126,8,7,8,10,10,7,4,10,2
"8232",16128,7,10,8,10,10,5,9,10,2
"8233",16136,8,0,10,10,0,5,10,10,2
"8234",16137,9,3,8,10,0,0,8,10,1
"8235",16138,10,4,10,10,0,0,10,10,2
"8236",16139,7,5,7,5,2,3,6,10,1
"8237",16141,8,5,8,9,6,6,6,9,3
"8238",16142,8,5,7,9,0,3,8,10,2
"8239",16143,10,5,10,10,5,0,10,10,1
"8240",16145,9,10,7,10,4,3,8,8,2
"8241",16148,10,5,8,10,5,5,9,10,3
"8242",16151,9,1,10,10,0,0,10,10,1
"8243",16155,3,5,5,8,10,5,8,10,2
"8244",16157,8,3,8,10,5,5,9,10,1
"8245",16158,5,7,3,8,8,5,3,6,4
"8246",16161,5,1,10,10,0,2,8,8,2
"8247",16163,10,7,10,10,8,0,10,10,3
"8248",16166,7,5,9,10,5,5,6,10,4
"8249",16167,7,5,8,10,3,5,8,10,4
"8250",16169,8,2,8,9,0,0,5,9,2
"8251",16170,8,7,10,8,4,2,4,10,2
"8252",16172,10,5,10,10,1,6,10,10,4
"8253",16174,8,5,9,9,5,7,10,10,6
"8254",16176,8,5,10,10,3,8,7,7,3
"8255",16177,5,9,7,10,5,8,5,7,3
"8256",16179,8,7,8,8,4,5,8,9,1
"8257",16180,10,0,10,10,0,0,10,10,1
"8258",16181,9,10,6,0,10,8,6,8,3
"8259",16182,9,5,10,10,3,5,8,9,2
"8260",16186,8,8,10,10,10,8,8,10,6
"8261",16187,9,3,9,9,2,3,9,9,3
"8262",16189,9,5,10,10,7,7,7,9,3
"8263",16191,8,3,8,10,3,3,10,9,4
"8264",16196,9,9,9,10,5,9,10,9,2
"8265",16197,8,10,8,4,5,9,8,10,2
"8266",16203,6,4,7,8,8,3,3,7,2
"8267",16204,10,5,10,10,10,7,10,10,2
"8268",16209,7,6,9,10,3,9,8,8,2
"8269",16210,10,0,10,10,0,0,10,10,4
"8270",16211,7,3,8,9,1,4,8,8,4
"8271",16213,8,4,9,9,4,4,9,9,6
"8272",16214,6,6,6,9,10,7,4,8,2
"8273",16217,5,6,7,7,9,4,8,8,1
"8274",16220,9,8,8,9,10,7,8,9,2
"8275",16224,10,5,10,10,10,4,8,10,5
"8276",16225,2,5,2,10,5,6,8,8,5
"8277",16226,8,8,10,4,4,8,7,9,3
"8278",16227,10,6,9,10,0,3,10,10,2
"8279",16229,9,7,9,9,2,5,7,9,3
"8280",16231,8,9,10,7,10,8,7,9,5
"8281",16235,5,9,8,10,3,6,3,5,4
"8282",16237,7,5,10,10,1,1,10,10,3
"8283",16239,7,10,10,10,5,5,4,10,4
"8284",16240,8,10,8,10,0,3,10,10,2
"8285",16243,8,10,10,10,8,7,7,8,2
"8286",16248,9,3,8,10,4,5,10,10,4
"8287",16253,10,10,10,10,0,8,10,10,2
"8288",16254,7,5,10,10,10,5,10,10,2
"8289",16256,3,2,0,10,0,10,8,10,2
"8290",16258,8,2,8,10,0,0,9,10,1
"8291",16259,8,8,8,10,5,10,8,10,3
"8292",16260,7,0,10,10,0,0,10,10,2
"8293",16261,9,9,3,9,7,5,9,9,4
"8294",16262,10,7,6,6,6,8,6,6,2
"8295",16263,8,6,8,9,0,6,10,8,4
"8296",16265,10,10,10,10,5,8,10,10,4
"8297",16268,10,1,7,10,1,3,10,10,3
"8298",16269,10,5,10,10,10,5,10,10,3
"8299",16270,10,5,5,10,8,10,10,10,1
"8300",16271,8,2,8,8,5,4,9,9,5
"8301",16272,5,10,8,8,10,3,3,10,1
"8302",16274,10,5,0,10,5,5,10,10,5
"8303",16275,9,2,10,10,7,2,9,10,2
"8304",16276,10,10,10,10,5,5,8,8,2
"8305",16280,10,9,8,10,10,5,7,10,5
"8306",16283,8,7,7,10,7,8,8,10,6
"8307",16284,10,0,10,10,0,0,10,10,2
"8308",16287,9,5,9,9,5,5,8,8,2
"8309",16288,10,4,8,9,5,4,8,9,3
"8310",16289,7,8,8,10,2,5,4,10,2
"8311",16290,10,7,10,10,1,7,10,10,2
"8312",16294,9,4,9,9,2,3,9,9,4
"8313",16297,8,8,9,10,5,5,2,8,2
"8314",16298,8,6,8,10,10,4,6,9,3
"8315",16299,9,6,10,10,10,4,9,9,3
"8316",16300,8,4,10,10,0,7,7,7,2
"8317",16301,10,7,10,8,0,4,10,10,3
"8318",16302,10,0,10,10,0,0,10,10,1
"8319",16305,10,2,10,10,0,1,10,10,2
"8320",16306,6,6,8,10,10,9,6,6,1
"8321",16307,9,3,9,9,4,3,8,9,2
"8322",16310,10,2,10,10,1,2,10,10,6
"8323",16311,8,2,5,9,3,5,5,10,4
"8324",16312,9,9,10,10,10,8,10,10,2
"8325",16313,10,7,10,10,10,5,8,10,2
"8326",16315,9,7,5,9,6,2,5,9,3
"8327",16316,8,3,8,9,2,5,7,8,1
"8328",16317,7,5,8,6,5,6,5,7,2
"8329",16318,10,10,8,10,10,9,10,10,2
"8330",16319,8,5,4,10,1,10,10,10,2
"8331",16321,8,4,10,10,0,1,8,10,1
"8332",16323,10,0,8,8,0,5,4,10,2
"8333",16325,10,10,10,10,5,2,10,10,5
"8334",16327,10,10,9,9,4,6,10,10,2
"8335",16329,8,5,10,10,10,5,8,9,5
"8336",16330,10,8,10,10,4,0,10,10,2
"8337",16331,5,10,10,10,10,6,5,10,3
"8338",16333,5,10,7,8,4,8,7,7,1
"8339",16335,6,6,4,7,7,7,7,8,1
"8340",16336,8,6,10,10,8,6,10,10,2
"8341",16337,10,0,0,10,0,0,10,10,6
"8342",16338,10,0,10,10,0,8,10,10,1
"8343",16339,6,3,5,9,2,4,6,9,2
"8344",16341,5,5,8,7,5,8,8,9,4
"8345",16342,7,8,9,10,8,8,9,9,2
"8346",16343,10,8,10,10,0,0,10,10,1
"8347",16344,8,10,10,10,7,7,6,7,2
"8348",16346,10,10,10,10,8,4,10,10,2
"8349",16348,10,4,10,10,0,0,10,10,1
"8350",16349,10,1,10,10,2,0,10,10,1
"8351",16350,10,0,10,10,0,0,10,10,3
"8352",16354,5,4,9,10,9,6,7,6,6
"8353",16355,8,8,8,10,10,6,10,10,1
"8354",16359,10,2,8,10,9,3,8,8,6
"8355",16360,9,7,8,10,8,7,8,8,4
"8356",16361,10,4,9,10,0,2,9,10,1
"8357",16362,7,5,7,9,5,3,5,6,4
"8358",16364,10,5,10,8,3,3,6,9,2
"8359",16366,10,4,9,10,4,5,8,10,2
"8360",16367,10,8,10,10,8,1,10,10,3
"8361",16372,8,10,10,10,10,10,5,10,6
"8362",16373,8,6,8,9,6,6,7,8,6
"8363",16375,8,8,10,8,0,9,9,10,1
"8364",16377,10,2,6,10,1,3,10,10,2
"8365",16380,8,0,10,9,7,0,10,10,1
"8366",16381,5,10,10,10,7,0,8,10,3
"8367",16382,8,7,8,10,5,3,6,8,3
"8368",16383,10,6,10,10,0,3,10,10,4
"8369",16384,5,9,9,8,7,7,8,9,3
"8370",16385,10,10,10,10,8,8,10,10,2
"8371",16387,5,5,7,8,10,8,3,7,6
"8372",16388,8,6,7,9,6,3,8,8,4
"8373",16392,6,4,7,9,5,5,8,9,5
"8374",16395,9,7,5,10,10,2,7,9,4
"8375",16397,10,2,10,10,0,0,10,10,6
"8376",16400,10,3,10,10,4,5,10,10,6
"8377",16401,8,0,9,10,0,1,8,8,4
"8378",16404,10,8,10,10,2,2,10,10,2
"8379",16407,8,6,7,9,6,6,8,8,2
"8380",16408,10,5,4,8,7,5,8,8,2
"8381",16409,5,5,5,5,5,5,5,8,4
"8382",16412,8,5,8,8,5,7,9,10,6
"8383",16413,5,3,5,10,0,0,5,10,2
"8384",16415,8,9,9,2,10,7,6,9,4
"8385",16417,10,6,8,10,0,0,10,10,4
"8386",16418,10,2,7,10,0,3,8,10,3
"8387",16419,10,10,10,10,10,3,10,10,1
"8388",16422,7,1,10,10,0,2,10,10,3
"8389",16424,7,4,9,9,5,7,9,8,6
"8390",16425,10,5,3,10,7,6,8,10,1
"8391",16429,9,3,9,10,0,4,9,9,5
"8392",16432,5,5,5,5,5,5,10,10,5
"8393",16433,10,0,10,10,7,1,10,10,4
"8394",16434,8,8,8,9,3,3,8,8,3
"8395",16435,7,4,10,10,2,2,9,10,3
"8396",16437,6,6,10,8,0,4,7,10,3
"8397",16438,9,5,10,10,3,8,7,9,6
"8398",16440,8,5,8,10,9,3,9,7,6
"8399",16441,7,3,8,8,8,8,8,10,6
"8400",16442,10,8,8,10,6,3,9,9,4
"8401",16443,10,8,10,10,0,4,10,10,3
"8402",16445,9,5,10,10,2,5,10,7,5
"8403",16446,8,7,10,10,5,5,10,10,3
"8404",16447,10,3,10,10,10,1,10,10,2
"8405",16450,10,10,10,10,10,5,10,10,2
"8406",16453,9,5,8,9,5,5,9,9,3
"8407",16457,9,5,8,10,10,8,10,10,6
"8408",16460,7,3,8,8,2,3,8,7,6
"8409",16462,9,8,9,10,6,10,8,10,6
"8410",16463,9,3,10,10,0,3,9,9,5
"8411",16464,10,2,8,10,0,0,10,10,4
"8412",16470,10,0,10,10,3,0,10,10,4
"8413",16471,10,10,5,10,0,5,10,10,2
"8414",16472,10,8,10,10,5,5,7,10,3
"8415",16473,10,0,10,10,5,5,10,10,3
"8416",16475,7,0,1,10,0,0,9,7,6
"8417",16476,8,2,10,10,0,5,10,10,1
"8418",16478,9,8,10,10,10,0,10,10,1
"8419",16481,7,3,4,7,5,1,8,9,2
"8420",16482,7,7,6,7,6,6,7,6,2
"8421",16485,7,5,8,9,2,3,7,8,1
"8422",16487,10,5,10,10,5,2,8,10,1
"8423",16489,10,5,10,10,6,5,10,10,3
"8424",16490,7,8,8,10,8,8,8,10,3
"8425",16494,7,7,6,9,10,10,8,8,2
"8426",16497,6,2,10,10,1,1,10,10,3
"8427",16499,10,7,10,10,10,6,9,9,5
"8428",16501,8,8,7,9,5,5,7,8,1
"8429",16502,10,7,7,10,0,5,10,10,1
"8430",16503,10,10,10,10,10,0,10,10,2
"8431",16504,10,5,8,10,8,5,10,10,1
"8432",16505,7,8,5,5,6,5,8,6,3
"8433",16506,10,1,10,10,1,1,10,10,2
"8434",16507,8,8,10,10,10,8,10,10,1
"8435",16508,5,2,10,10,5,3,7,8,2
"8436",16509,9,4,10,10,10,10,7,10,1
"8437",16512,9,7,10,10,7,0,9,10,3
"8438",16513,10,10,10,10,0,10,10,10,1
"8439",16516,5,8,10,10,10,0,10,6,1
"8440",16517,6,1,9,10,4,6,10,7,6
"8441",16519,8,9,5,10,0,0,9,10,5
"8442",16520,9,5,9,9,3,3,10,10,2
"8443",16522,8,2,10,10,0,0,10,10,5
"8444",16527,7,5,7,7,0,1,7,7,2
"8445",16528,10,5,8,10,2,2,8,10,6
"8446",16529,10,0,10,10,0,0,10,10,3
"8447",16531,10,10,10,10,10,5,10,10,3
"8448",16533,2,5,5,9,5,3,7,7,5
"8449",16536,9,9,7,10,2,2,10,10,1
"8450",16537,10,10,10,10,5,0,7,10,2
"8451",16538,8,7,7,8,9,3,7,8,2
"8452",16540,8,8,10,10,4,4,8,10,6
"8453",16541,10,0,10,10,0,5,10,10,2
"8454",16542,7,2,10,10,10,1,8,8,2
"8455",16544,7,4,8,10,5,6,6,10,2
"8456",16545,8,4,7,10,1,3,5,9,1
"8457",16546,10,0,10,10,0,0,10,10,1
"8458",16548,10,10,8,10,10,10,10,8,3
"8459",16551,9,2,9,10,10,0,9,10,1
"8460",16553,10,0,0,10,0,0,10,10,1
"8461",16555,10,1,10,10,1,1,10,10,2
"8462",16556,6,5,10,10,1,6,8,8,2
"8463",16559,7,9,5,8,10,7,8,8,3
"8464",16560,10,0,10,10,4,3,10,10,3
"8465",16562,10,5,10,10,2,2,10,10,2
"8466",16563,8,5,6,10,7,9,8,10,6
"8467",16565,8,10,10,10,5,7,5,8,2
"8468",16568,9,8,10,10,2,5,8,8,1
"8469",16569,8,4,6,9,3,4,7,9,2
"8470",16572,9,8,9,10,0,0,10,10,2
"8471",16574,10,6,10,10,5,10,10,10,4
"8472",16575,9,5,10,10,5,3,7,10,3
"8473",16577,10,0,10,10,0,8,8,8,5
"8474",16579,9,0,10,10,0,5,7,10,1
"8475",16581,10,4,10,10,0,3,10,10,3
"8476",16582,0,10,10,7,8,6,8,8,4
"8477",16583,10,9,10,10,3,2,10,9,2
"8478",16585,8,2,8,8,0,0,10,10,1
"8479",16587,9,7,7,10,9,7,8,10,2
"8480",16588,8,9,9,10,10,8,7,9,3
"8481",16589,10,0,10,10,0,0,10,10,2
"8482",16593,6,8,8,6,6,6,8,8,2
"8483",16594,10,7,10,10,5,5,10,10,3
"8484",16599,3,10,8,9,10,4,7,9,3
"8485",16601,8,6,7,10,5,7,9,10,3
"8486",16604,9,3,10,10,6,6,10,10,3
"8487",16605,8,8,10,10,10,5,8,9,2
"8488",16608,5,7,8,10,5,5,4,10,4
"8489",16610,9,6,8,10,4,3,5,9,3
"8490",16611,9,5,9,9,10,5,9,9,2
"8491",16615,0,0,10,10,6,3,10,7,3
"8492",16617,10,6,10,10,10,5,8,10,3
"8493",16618,9,10,8,10,0,10,7,10,3
"8494",16620,8,4,7,9,5,3,7,8,3
"8495",16621,10,2,8,10,5,2,5,10,3
"8496",16623,8,10,8,9,5,5,8,10,2
"8497",16624,10,5,10,10,0,0,10,10,1
"8498",16626,6,7,8,10,3,6,9,8,1
"8499",16627,5,5,10,10,7,7,7,7,1
"8500",16629,10,2,10,10,2,2,8,10,1
"8501",16630,10,10,0,10,0,5,5,10,4
"8502",16631,7,5,2,10,8,5,1,7,4
"8503",16633,10,6,8,10,2,5,6,10,2
"8504",16634,5,0,10,10,10,0,10,10,1
"8505",16635,8,10,6,3,10,2,5,8,1
"8506",16636,2,10,8,5,3,5,3,8,2
"8507",16638,10,2,10,10,5,6,10,10,5
"8508",16640,8,6,7,8,10,5,7,10,1
"8509",16644,9,0,10,10,0,8,10,10,3
"8510",16645,7,5,10,5,5,9,8,10,2
"8511",16646,8,3,8,10,5,4,8,9,2
"8512",16647,10,5,8,10,0,0,7,8,3
"8513",16649,10,9,7,9,5,5,7,10,2
"8514",16650,7,0,5,10,0,0,6,5,3
"8515",16654,10,3,10,10,4,6,10,10,4
"8516",16656,10,5,10,10,5,5,5,10,4
"8517",16657,10,2,10,10,0,0,10,10,6
"8518",16658,10,5,10,10,0,4,8,10,2
"8519",16659,7,8,8,10,6,2,9,9,3
"8520",16662,5,6,5,6,3,3,3,6,6
"8521",16663,8,3,10,10,3,5,10,10,4
"8522",16665,10,1,10,10,5,5,10,10,4
"8523",16666,8,8,10,8,10,6,8,10,2
"8524",16668,8,5,7,10,10,5,10,10,2
"8525",16670,8,8,10,10,7,7,10,10,2
"8526",16671,7,6,5,8,3,2,5,6,1
"8527",16676,8,7,10,10,5,3,9,10,1
"8528",16677,8,8,6,9,10,5,8,6,3
"8529",16683,5,1,8,10,10,7,7,8,2
"8530",16686,8,1,10,10,1,1,10,10,4
"8531",16687,10,10,10,10,6,8,5,10,3
"8532",16688,8,8,8,8,8,3,8,10,2
"8533",16691,10,5,7,0,0,0,7,10,1
